Latitude: 36.094102  Longitude: -116.175672,,,,,,,,
X & Y on Lambert Conformal Conic: -1391004.18 -544806.44,,,,,,,,
Tile: 11372,,,,,,,,
Elevation: 832 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,158,51733.49,0,393.3,0,33.32,23.06,1209.06
2019,159,51774.39,0,497.88,0,31.09,17.42,751.64
2019,160,51812.43,0,498.32,0,32.49,18.53,810.13
2019,161,51847.59,0,544.67,0,35.73,18.75,821.62
2019,162,51879.85,0,552.29,0,38.13,20.13,900.62
2019,163,51909.17,0,530.12,0,39.88,22.95,1082.9
2019,164,51935.55,0,491.73,0,37.9,23.37,1112.89
2019,165,51958.96,0,513.1,0,37.71,21.96,1015.77
2019,166,51979.39,0,521.37,0,38.56,21.99,1017.3
2019,167,51996.81,0,448.84,0,36.86,23.85,1147.73
2019,168,52011.23,0,483.42,0,35.8,21.65,995.3
2019,169,52022.62,0,501.88,0,37.53,22.1,1024.78
2019,170,52030.98,0,500.36,0,39.36,23.66,1133.41
2019,171,52036.31,0,430.03,0,38.01,25.58,1281
2019,172,52038.6,0,434.27,0,33.8,21.52,986.73
2019,173,52037.84,0,385.25,0,31.23,20.83,942.94
2019,174,52034.05,0,529.3,0,34.41,17.47,754.2
2019,175,52027.22,0,517.21,0,37.09,20.41,917.51
2019,176,52017.35,0,429.41,0,35.87,23.33,1109.65
2019,177,52004.46,0,407.75,0,34.46,22.88,1077.71
2019,178,51988.55,0,424.71,0,34.8,22.61,1059.27
2019,179,51969.64,0,473.92,0,35.33,21.09,959.38
2019,180,51947.73,0,501.95,0,36.67,20.89,946.83
2019,181,51922.85,0,438.43,0,37.2,24.26,1178.29
2019,182,51895.01,0,489.2,0,37.3,22.08,1023.21
2019,183,51864.23,0,442.69,0,36.33,23.31,1108.02
2019,184,51830.53,0,463.81,0,35.69,21.9,1011.5
2019,185,51793.94,0,472.51,0,35.21,21.18,964.88
2019,186,51754.48,0,511.78,0,37,20.82,942.6
2019,187,51712.17,0,492.44,0,37.35,22.08,1023.2
2019,188,51667.06,0,425.54,0,35.38,23.15,1096.61
2019,189,51619.16,0,460.86,0,34.59,21.02,955.29
2019,190,51568.51,0,482.71,0,35.86,21.16,963.66
2019,191,51515.14,0,523.89,0,38.72,21.39,978.18
2019,192,51459.1,0,508.97,0,39.9,23.26,1104.68
2019,193,51400.4,0,476.83,0,40.98,25.9,1307.71
2019,194,51339.1,0,466.48,0,41.35,26.7,1375.22
2019,195,51275.22,0,478.45,0,41.27,26.07,1321.86
2019,196,51208.82,0,475.86,0,40.1,25.25,1254.83
2019,197,51139.93,0,497.27,0,39.16,23.3,1107.27
2019,198,51068.59,0,474.57,0,37.76,23.21,1101.21
2019,199,50994.85,0,463.6,0,37.67,23.66,1133.62
2019,200,50918.74,0,468.69,0,37.15,23.01,1086.77
2019,201,50840.32,0,459.15,0,37.03,23.27,1105.52
2019,202,50759.63,0,509.45,0,40.16,23.28,1106.28
2019,203,50676.71,0,481.56,0,41.23,25.54,1278.15
2019,204,50591.61,0,299.99,0,37.82,29.37,1623.39
2019,205,50504.38,15.55,306.97,0,38.52,26.54,1361.35
2019,206,50415.06,0.15,334.21,0,35.42,25.95,1473.07
2019,207,50323.69,0,451.47,0,38.94,25.33,1260.82
2019,208,50230.34,0,464.22,0,40.23,25.79,1298.26
2019,209,50135.04,0,483.1,0,42.47,26.65,1370.63
2019,210,50037.84,0,464.11,0,42.34,27.51,1446.95
2019,211,49938.79,0,438.46,0,40.72,27.25,1423.19
2019,212,49837.93,0,381.24,0,37.72,26.84,1387.29
2019,213,49735.32,0,451.83,0,39.09,25.34,1261.71
2019,214,49631,0,498.02,0,39.86,23.64,1132.07
2019,215,49525.01,0,501.23,0,41.15,24.38,1186.96
2019,216,49417.41,0,483.63,0,40.94,25.19,1249.62
2019,217,49308.23,0,480.04,0,41.81,26.05,1320.19
2019,218,49197.53,0,404.44,0,38.38,26.39,1348.17
