Latitude: 35.973393  Longitude: -116.086251,,,,,,,,
X & Y on Lambert Conformal Conic: -1385877.31 -558926.65,,,,,,,,
Tile: 11192,,,,,,,,
Elevation: 1022 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,158,51696.49,0,385.65,0,31.46,21.58,1374.79
2019,159,51737.2,0,510.29,0,29.9,15.85,709.08
2019,160,51775.07,0,495.89,0,30.89,17.21,792.35
2019,161,51810.07,0,541.6,0,34.18,17.84,773.5
2019,162,51842.17,0,549.3,0,36.46,19.27,850.76
2019,163,51871.36,0,521.21,0,38.19,22.16,1029.04
2019,164,51897.61,0,483.19,0,36.03,22.02,1045.28
2019,165,51920.91,0,516.63,0,36.08,20.44,919.15
2019,166,51941.24,0,518.62,0,36.89,20.83,943.08
2019,167,51958.59,0,436.5,0,34.95,22.51,1231.56
2019,168,51972.94,0,475,0,33.98,20.32,979.46
2019,169,51984.28,0,494.39,0,35.61,20.78,941
2019,170,51992.6,0,490.03,0,37.42,22.84,1074.96
2019,171,51997.9,0,434.93,0,35.92,23.76,1141.07
2019,172,52000.18,0,449.19,0,32.12,19.63,871.65
2019,173,51999.43,0,385.44,0,29.68,19.53,865.49
2019,174,51995.65,0,526.83,0,32.84,16.56,709.29
2019,175,51988.85,0,503.32,0,35.28,19.91,887.75
2019,176,51979.03,0,427.38,0,34.01,21.95,1014.64
2019,177,51966.2,0,394.4,0,32.43,21.68,997.36
2019,178,51950.37,0,424.67,0,33.02,21.23,968.22
2019,179,51931.54,0,469.61,0,33.42,19.88,885.69
2019,180,51909.74,0,494.75,0,34.97,20.12,899.91
2019,181,51884.97,0,443.73,0,35.52,22.83,1074.76
2019,182,51857.26,0,482.4,0,35.46,21.15,963.33
2019,183,51826.62,0,427.21,0,34.41,22.47,1049.61
2019,184,51793.08,0,451.59,0,33.7,20.97,952.08
2019,185,51756.66,0,471.13,0,33.44,20.03,894.63
2019,186,51717.38,0,510.12,0,35.29,19.88,885.7
2019,187,51675.27,0,483.61,0,35.42,21.24,969.1
2019,188,51630.36,0,424.9,0,33.51,21.78,1003.76
2019,189,51582.69,0,463.6,0,32.83,19.71,875.79
2019,190,51532.27,0,484.94,0,34.12,19.92,888.49
2019,191,51479.15,0,527.04,0,36.96,20.18,903.76
2019,192,51423.36,0,508.46,0,38.13,22.27,1036.3
2019,193,51364.93,0,472.95,0,39.21,25.01,1235.85
2019,194,51303.91,0,454.04,0,39.47,26.07,1321.51
2019,195,51240.33,0,479.49,0,39.46,24.96,1231.9
2019,196,51174.23,0,465.78,0,38.22,24.57,1201.62
2019,197,51105.66,0,493.71,0,37.3,22.41,1045.73
2019,198,51034.64,0,475.25,0,35.89,22,1017.91
2019,199,50961.23,0,462.89,0,35.83,22.51,1052.52
2019,200,50885.48,0,470.33,0,35.51,21.92,1012.81
2019,201,50807.41,0,458.33,0,35.22,22.13,1026.62
2019,202,50727.08,0,512.93,0,38.44,22.19,1030.96
2019,203,50644.54,0,477.61,0,39.44,24.74,1214.58
2019,204,50559.82,0,300.21,0,36.06,27.84,1477.03
2019,205,50472.98,35.26,303.92,0,36.63,25.07,1240.8
2019,206,50384.07,26.58,238.95,0,33.9,24.42,2469.63
2019,207,50293.11,0,417.15,0,37.18,24.05,2035.42
2019,208,50200.18,0,433.5,0,38.51,24.42,2013.55
2019,209,50105.3,0,445.64,0,40.79,25.6,2096.07
2019,210,50008.54,0,418.3,0,40.35,26.57,2193.52
2019,211,49909.93,0,384.91,0,38.67,26.39,2330.84
2019,212,49809.52,0,328.08,0,35.77,25.8,2528.64
2019,213,49707.37,0,413.49,0,37.41,24.43,1986.42
2019,214,49603.51,0,470.26,0,38.04,22.55,1593.62
2019,215,49497.99,0,471.51,0,39.39,23.43,1667.46
2019,216,49390.86,0,446.87,0,39.01,24.22,1838.74
2019,217,49282.17,0,443.91,0,40.02,25.05,1937.16
2019,218,49171.96,0,356.16,0,36.28,25.17,2330.86
