Latitude: 35.957124  Longitude: -116.106998,,,,,,,,
X & Y on Lambert Conformal Conic: -1387975.42 -560284.55,,,,,,,,
Tile: 11192,,,,,,,,
Elevation: 817 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,158,51696.49,0,391.4,0,33.37,23.12,1342.82
2019,159,51737.2,0,506.17,0,31.49,17.41,751.13
2019,160,51775.07,0,492.63,0,32.75,18.97,834.2
2019,161,51810.07,0,543.77,0,35.97,19.15,844.18
2019,162,51842.17,0,550.36,0,38.29,20.56,926.38
2019,163,51871.36,0,526.24,0,40.09,23.49,1121.17
2019,164,51897.61,0,486.82,0,37.89,23.51,1122.7
2019,165,51920.91,0,516.88,0,38.06,22.17,1029.32
2019,166,51941.24,0,523.08,0,38.95,22.34,1040.87
2019,167,51958.59,0,436.82,0,36.86,24.18,1210.33
2019,168,51972.94,0,481.24,0,35.99,21.85,1008.14
2019,169,51984.28,0,499.24,0,37.68,22.39,1044.17
2019,170,51992.6,0,488.43,0,39.32,24.38,1187.32
2019,171,51997.9,0,435.78,0,37.95,25.4,1266.66
2019,172,52000.18,0,440.93,0,33.9,21.43,981.29
2019,173,51999.43,0,376.93,0,31.49,21.39,978.53
2019,174,51995.65,0,526.63,0,34.62,17.97,780.22
2019,175,51988.85,0,507.98,0,37.15,21.14,962.4
2019,176,51979.03,0,428.64,0,35.9,23.5,1122.09
2019,177,51966.2,0,394.62,0,34.3,23.3,1107.27
2019,178,51950.37,0,429.98,0,34.85,22.59,1057.96
2019,179,51931.54,0,473.57,0,35.22,21.18,965.23
2019,180,51909.74,0,499.96,0,36.76,21.28,971.51
2019,181,51884.97,0,439.86,0,37.42,24.57,1201.43
2019,182,51857.26,0,485.87,0,37.35,22.51,1052.66
2019,183,51826.62,0,429.94,0,36.15,23.83,1145.82
2019,184,51793.08,0,453.93,0,35.44,22.32,1039.39
2019,185,51756.66,0,470.45,0,35.17,21.46,982.85
2019,186,51717.38,0,510.63,0,37.08,21.22,967.92
2019,187,51675.27,0,485.51,0,37.22,22.58,1057.26
2019,188,51630.36,0,431.39,0,35.4,23.16,1097.84
2019,189,51582.69,0,465.15,0,34.55,21.07,958.11
2019,190,51532.27,0,484.73,0,35.84,21.33,974.32
2019,191,51479.15,0,528.01,0,38.69,21.43,980.97
2019,192,51423.36,0,511.44,0,39.97,23.51,1122.79
2019,193,51364.93,0,475,0,41.13,26.42,1350.76
2019,194,51303.91,0,458.6,0,41.43,27.41,1437.93
2019,195,51240.33,0,481.87,0,41.42,26.34,1344.48
2019,196,51174.23,0,470.47,0,40.15,25.85,1303.46
2019,197,51105.66,0,497.73,0,39.06,23.51,1122.83
2019,198,51034.64,0,480.64,0,37.69,23.17,1098.14
2019,199,50961.23,0,463.99,0,37.54,23.82,1145.3
2019,200,50885.48,0,471.44,0,37.16,23.17,1098.28
2019,201,50807.41,0,459.36,0,36.87,23.4,1114.5
2019,202,50727.08,0,513.03,0,40.22,23.5,1121.69
2019,203,50644.54,0,479.23,0,41.32,26.06,1320.63
2019,204,50559.82,0,303.51,0,38.12,29.7,1655.98
2019,205,50472.98,32.54,306.7,0,38.65,26.89,1391.07
2019,206,50384.07,24.47,237.71,0,35.75,26.09,2559.24
2019,207,50293.11,0,419,0,39.21,25.68,2054.87
2019,208,50200.18,0,435.13,0,40.59,26.07,2027.98
2019,209,50105.3,0,444.52,0,42.7,27.2,2111.12
2019,210,50008.54,0,421.92,0,42.31,28.04,2176.88
2019,211,49909.93,0,394.73,0,40.62,27.66,2275.98
2019,212,49809.52,0,333.37,0,37.57,27.18,2544.33
2019,213,49707.37,0,421.97,0,39.29,25.69,1935.3
2019,214,49603.51,0,475.78,0,39.92,23.87,1549.21
2019,215,49497.99,0,478.06,0,41.31,24.71,1611.09
2019,216,49390.86,0,453.19,0,40.92,25.53,1790.65
2019,217,49282.17,0,450.08,0,41.97,26.36,1886.66
2019,218,49171.96,0,359.48,0,38.21,26.67,2359.27
