Latitude: 36.036298  Longitude: -116.090077,,,,,,,,
X & Y on Lambert Conformal Conic: -1384916.87 -552279.28,,,,,,,,
Tile: 11372,,,,,,,,
Elevation: 1347 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,158,51714.98,0,391.1,0,28.47,19.08,1312.37
2019,159,51755.78,0,522.76,0,27.24,13.4,692.2
2019,160,51793.73,0,513.19,0,27.89,14.27,741.44
2019,161,51828.81,0,545.48,0,31.28,15.63,722.05
2019,162,51860.99,0,553.14,0,33.56,17.09,758.44
2019,163,51890.25,0,525.86,0,35.14,19.84,947.85
2019,164,51916.57,0,491.75,0,33.15,19.62,1033.05
2019,165,51939.92,0,524.78,0,32.78,17.67,847.41
2019,166,51960.3,0,522.04,0,33.51,18.26,878.67
2019,167,51977.68,0,454.62,0,31.97,19.68,1141.08
2019,168,51992.07,0,478.74,0,30.79,17.79,968.85
2019,169,52003.43,0,500.15,0,32.33,18.13,927.5
2019,170,52011.78,0,508.8,0,34.49,20.05,896.15
2019,171,52017.09,0,442.66,0,32.79,21.2,966.41
2019,172,52019.37,0,470.41,0,29.3,16.81,721.39
2019,173,52018.62,0,415.82,0,26.75,16.25,694.39
2019,174,52014.84,0,537.23,0,29.96,14.12,599.86
2019,175,52008.02,0,511,0,32.36,17.59,760.15
2019,176,51998.18,0,437.1,0,31.05,19.39,857.45
2019,177,51985.31,0,412.97,0,29.63,18.89,829.66
2019,178,51969.44,0,424.7,0,30.16,19.06,839.1
2019,179,51950.57,0,474.86,0,30.71,17.73,767.62
2019,180,51928.72,0,497.25,0,32.14,18.06,784.84
2019,181,51903.89,0,459.49,0,32.45,19.94,889.4
2019,182,51876.12,0,488.52,0,32.52,18.8,824.5
2019,183,51845.41,0,442.17,0,31.81,20.02,894.18
2019,184,51811.79,0,463.91,0,31.13,18.64,815.76
2019,185,51775.28,0,482.08,0,30.78,17.66,764.02
2019,186,51735.91,0,518.23,0,32.46,17.53,757.5
2019,187,51693.71,0,493.19,0,32.68,18.88,828.77
2019,188,51648.7,0,423.17,0,30.56,19.56,867.16
2019,189,51600.91,0,469.9,0,30.18,17.51,756.43
2019,190,51550.38,0,494.68,0,31.43,17.6,761.15
2019,191,51497.13,0,532.35,0,34.26,18.18,791.26
2019,192,51441.21,0,511.84,0,35.22,20.19,904.06
2019,193,51382.65,0,479.75,0,36.13,22.55,1055.37
2019,194,51321.49,0,461.16,0,36.37,23.56,1126.44
2019,195,51257.76,0,483.23,0,36.36,22.66,1062.7
2019,196,51191.51,0,471.02,0,35.23,22.24,1033.92
2019,197,51122.78,0,496,0,34.64,20.57,927.22
2019,198,51051.6,0,474.43,0,33.14,20.17,902.95
2019,199,50978.03,0,472.09,0,33.24,20.35,913.69
2019,200,50902.1,0,477.92,0,32.92,19.84,883.9
2019,201,50823.85,0,468.56,0,32.74,20.03,894.65
2019,202,50743.34,0,521.87,0,35.65,20.01,893.48
2019,203,50660.61,0,486.4,0,36.47,22.41,1045.38
2019,204,50575.7,0,309.76,0,32.75,24.74,1472.45
2019,205,50488.67,14.87,312.43,0,33.41,22.1,1238.57
2019,206,50399.55,14.18,254.73,0,30.89,21.79,1856.03
2019,207,50308.39,0,446.09,0,33.91,21.36,1318.12
2019,208,50215.25,0,462.81,0,35.12,21.7,1286.99
2019,209,50120.16,0,486.35,0,37.71,22.83,1283.8
2019,210,50023.18,0,460.19,0,37.33,24,1204.35
2019,211,49924.35,0,413.85,0,35.68,24.15,1403.02
2019,212,49823.72,0,360.93,0,32.99,23.37,1575.72
2019,213,49721.33,0,440.06,0,34.39,22.2,1178.52
2019,214,49617.24,0,500.27,0,35.09,20.37,915.07
2019,215,49511.49,0,501.76,0,36.32,21.27,971.09
2019,216,49404.13,0,479.86,0,36.06,22.03,1038.65
2019,217,49295.19,0,476.83,0,36.92,22.85,1096.38
2019,218,49184.74,0,394.38,0,33.43,22.69,1314.35
