Latitude: 34.661264  Longitude: -115.725806,,,,,,,,
X & Y on Lambert Conformal Conic: -1381458.39 -702492.69,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 669 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,156,51212.04,0,530.13,0,38.53,21.53,987.6
2019,157,51256.04,0,419.46,0,37.77,25.97,1313
2019,158,51297.39,0,543.29,0,36.47,19.01,836.16
2019,159,51336.07,0,525.55,0,33.41,17.27,744.2
2019,160,51372.04,0,494.57,0,33.87,19.11,841.98
2019,161,51405.29,0,524.45,0,36.62,19.83,883.08
2019,162,51435.79,0,527.64,0,39.62,22.12,1026.32
2019,163,51463.52,0,515.97,0,41.43,24.25,1177.34
2019,164,51488.46,0,538.16,0,40.6,22.17,1029.63
2019,165,51510.59,0,507.91,0,37.58,21.38,977.95
2019,166,51529.91,0,411.53,0,37.58,25.54,1277.64
2019,167,51546.38,0,506.11,0,37.98,21.7,998.37
2019,168,51560.01,0,454.09,0,36.18,22.62,1059.72
2019,169,51570.78,0,500.32,0,37.12,21.26,970.17
2019,170,51578.69,0,476.93,0,37.11,22.32,1039.77
2019,171,51583.72,0,496.85,0,38.64,22.51,1052.46
2019,172,51585.88,0,443.59,0,35.05,21.56,989.13
2019,173,51585.17,0,452.93,0,34.64,20.73,937.17
2019,174,51581.58,0,534.99,0,36.04,17.68,764.82
2019,175,51575.13,0,504.08,0,38.04,21.23,968.42
2019,176,51565.8,0,492.14,0,36.22,20.26,908.26
2019,177,51553.61,0,495.28,0,35.56,19.46,861.74
2019,178,51538.57,0,479.99,0,36.09,20.8,941.14
2019,179,51520.69,0,482.65,0,35.7,20.32,912.36
2019,180,51499.98,0,519.98,0,37.6,19.96,890.87
2019,181,51476.45,0,499.55,0,38.91,22.27,1036.09
2019,182,51450.13,0,472.33,0,39.26,23.93,1153.45
2019,183,51421.02,0,466.01,0,38.14,23.23,1102.63
2019,184,51389.16,0,462.77,0,37.27,22.64,1061.38
2019,185,51354.55,0,468.87,0,36.82,22.01,1019.01
2019,186,51317.24,0,445.4,0,35.9,22.29,1037.24
2019,187,51277.23,0,516.44,0,37.78,20.35,913.85
2019,188,51234.56,0,482.06,0,37.07,21.6,991.87
2019,189,51189.26,0,484.56,0,34.78,19.46,861.39
2019,190,51141.35,0,495.61,0,35.56,19.57,868.01
2019,191,51090.86,0,519.65,0,37.85,20.21,905.23
2019,192,51037.84,0,532.54,0,41.4,22.28,1036.58
2019,193,50982.31,0,452.13,0,40.48,25.92,1309.06
2019,194,50924.31,0,453.65,0,40.44,25.91,1308.27
2019,195,50863.87,0,490.17,0,42.29,25.67,1288.64
2019,196,50801.04,0,465.56,0,40.69,25.47,1272.04
2019,197,50735.84,0,493.74,0,39.59,23.12,1094.79
2019,198,50668.32,0,477.97,0,37.4,21.97,1016.46
2019,199,50598.52,0,505.35,0,37.96,21.02,954.87
2019,200,50526.48,0,482.57,0,37.4,21.67,996.33
2019,201,50452.25,0,494.14,0,37.97,21.56,989.33
2019,202,50375.85,0,514.71,0,39.68,21.73,1000.16
2019,203,50297.34,0,431.72,0,38.85,25.11,1243.24
2019,204,50216.76,0,369.21,0,38.15,26.98,1399
2019,205,50134.15,3.68,296.9,0,37.03,25.06,1239.97
2019,206,50049.55,1.52,394.13,0,36.22,24.5,1196.57
2019,207,49963.02,0,450.33,0,38.95,24.78,1218.08
2019,208,49874.59,0,471.31,0,40.79,25.37,1264.65
2019,209,49784.3,0,484.98,0,42.9,26.4,1349.24
2019,210,49692.21,0,456.23,0,41.31,26.55,1362.04
2019,211,49598.36,0,417.46,0,39.2,26.43,1351.86
2019,212,49502.79,0,386.4,0,36.37,25.08,1241.47
2019,213,49405.55,0,466.28,0,38.93,24.19,1172.87
2019,214,49306.67,0,488.54,0,40.61,24.48,1194.63
2019,215,49206.21,0,490.97,0,41.5,24.99,1234.35
2019,216,49104.21,0,466.78,0,40.82,25.6,1282.8
2019,217,49000.7,0,392.39,0,37.02,25.43,1269.31
2019,218,48895.75,0,357.2,0,37.52,27.17,1415.94
2019,219,48789.38,0,411.9,0,37.75,25.51,1275.96
2019,220,48681.64,0,465.7,0,37.69,23.27,1105.62
2019,221,48572.57,0,483.43,0,36.57,21.46,983.04
2019,222,48462.21,0,492.23,0,35.4,20.09,898.32
2019,223,48350.61,0,504.43,0,35.43,19.4,858.36
