Latitude: 34.685143  Longitude: -115.829559,,,,,,,,
X & Y on Lambert Conformal Conic: -1389981.7 -698260.89,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 706 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,156,51212.04,0,529.65,0,38.32,21.41,980.04
2019,157,51256.04,0,414.32,0,37.51,25.96,1312.42
2019,158,51297.39,0,544.85,0,36.14,18.67,817.48
2019,159,51336.07,0,528.28,0,32.89,16.7,716.23
2019,160,51372.04,0,496.52,0,33.43,18.66,816.84
2019,161,51405.29,0,523.65,0,36.22,19.56,867.15
2019,162,51435.79,0,521.87,0,39.18,22.14,1027.67
2019,163,51463.52,0,513.43,0,41.13,24.19,1172.54
2019,164,51488.46,0,538.03,0,40.23,21.91,1012.19
2019,165,51510.59,0,505.49,0,37.21,21.24,968.72
2019,166,51529.91,0,409.65,0,37.29,25.39,1266.18
2019,167,51546.38,0,507.78,0,37.7,21.41,979.45
2019,168,51560.01,0,454.38,0,35.83,22.34,1040.9
2019,169,51570.78,0,499.95,0,36.81,21.05,957.16
2019,170,51578.69,0,472.94,0,36.85,22.33,1040.33
2019,171,51583.72,0,495.19,0,38.33,22.37,1042.77
2019,172,51585.88,0,441.54,0,34.5,21.17,964.23
2019,173,51585.17,0,452.13,0,34.28,20.46,920.5
2019,174,51581.58,0,534.43,0,35.77,17.49,755.3
2019,175,51575.13,0,496.16,0,37.74,21.43,980.82
2019,176,51565.8,0,491.15,0,35.96,20.12,900.1
2019,177,51553.61,0,494.45,0,35.31,19.32,853.73
2019,178,51538.57,0,477.23,0,35.79,20.7,935.46
2019,179,51520.69,0,479.39,0,35.3,20.18,903.63
2019,180,51499.98,0,522.74,0,37.3,19.58,868.71
2019,181,51476.45,0,497.11,0,38.53,22.12,1025.97
2019,182,51450.13,0,468.88,0,38.85,23.79,1143.11
2019,183,51421.02,0,464.34,0,37.76,23.02,1088.03
2019,184,51389.16,0,458.31,0,36.85,22.52,1053.16
2019,185,51354.55,0,466.01,0,36.44,21.86,1009.07
2019,186,51317.24,0,442.78,0,35.53,22.12,1025.87
2019,187,51277.23,0,516.01,0,37.47,20.18,903.43
2019,188,51234.56,0,482.04,0,36.73,21.36,976.75
2019,189,51189.26,0,482.16,0,34.43,19.33,854.51
2019,190,51141.35,0,494.44,0,35.15,19.33,854.51
2019,191,51090.86,0,517.08,0,37.4,20.04,895.53
2019,192,51037.84,0,531.99,0,41.02,22.06,1022.35
2019,193,50982.31,0,455.62,0,40.03,25.43,1269.23
2019,194,50924.31,0,452.86,0,39.98,25.61,1283.49
2019,195,50863.87,0,496.69,0,41.94,25.09,1241.75
2019,196,50801.04,0,463.31,0,40.21,25.21,1251.81
2019,197,50735.84,0,491.82,0,39.11,22.88,1077.79
2019,198,50668.32,0,478.08,0,37.07,21.74,1001.04
2019,199,50598.52,0,508.36,0,37.52,20.54,925.42
2019,200,50526.48,0,483.51,0,36.98,21.3,972.94
2019,201,50452.25,0,496.04,0,37.56,21.15,963.42
2019,202,50375.85,0,516.8,0,39.37,21.39,978.18
2019,203,50297.34,0,433.8,0,38.63,24.86,1224.15
2019,204,50216.76,0,372.46,0,37.86,26.63,1369.26
2019,205,50134.15,2.94,300.21,0,36.7,24.62,1205.65
2019,206,50049.55,1.19,387.24,0,35.65,24.26,1178.13
2019,207,49963.02,0,448.18,0,38.53,24.55,1200.02
2019,208,49874.59,0,471.21,0,40.38,25.06,1239.76
2019,209,49784.3,0,483.32,0,42.61,26.29,1339.6
2019,210,49692.21,0,457.03,0,40.96,26.26,1337.18
2019,211,49598.36,0,425.48,0,38.96,25.92,1309.42
2019,212,49502.79,0,395.65,0,36.19,24.61,1204.71
2019,213,49405.55,0,470.92,0,38.64,23.73,1139.03
2019,214,49306.67,0,489.5,0,40.2,24.08,1164.33
2019,215,49206.21,0,492,0,41.11,24.6,1203.91
2019,216,49104.21,0,469.66,0,40.41,25.1,1242.86
2019,217,49000.7,0,385.93,0,36.42,25.11,1243.36
2019,218,48895.75,0,360.54,0,37.2,26.75,1379.71
2019,219,48789.38,0,411.86,0,37.47,25.25,1254.81
2019,220,48681.64,0,461.69,0,37.31,23.09,1092.96
2019,221,48572.57,0,481.88,0,36.15,21.16,963.71
2019,222,48462.21,0,489.31,0,34.94,19.82,882.56
2019,223,48350.61,0,502.5,0,34.98,19.11,841.98
