Latitude: 34.683033  Longitude: -115.598185,,,,,,,,
X & Y on Lambert Conformal Conic: -1369946.03 -702310.28,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 881 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,138,50006.15,0,530.15,0,24.77,8.97,416.81
2019,139,50091.73,0,458.85,0,21.4,9.12,421.53
2019,140,50175.34,0,473.02,0,20.79,8.06,390.34
2019,141,50256.95,0,418.35,0,19.21,8.62,406.44
2019,142,50336.51,9.2,194.52,0,14.93,8.91,415.13
2019,143,50413.98,0,408.49,0,17.1,7.15,365.24
2019,144,50489.31,0,532.66,0,23.35,8.52,403.67
2019,145,50562.47,0,550.24,0,25.82,9.88,445.22
2019,146,50633.4,0,517.63,0,22.64,8.69,408.62
2019,147,50702.07,0,514.63,0,21.37,7.63,378.3
2019,148,50768.45,0,582.79,0,25.81,7.76,381.96
2019,149,50832.48,0,526.95,0,27.9,12.95,553.16
2019,150,50894.13,0,531,0,29.98,14.62,620.89
2019,151,50953.36,0,551.19,0,30.61,13.97,593.84
2019,152,51010.15,0,515.75,0,29.83,15.25,648.6
2019,153,51064.44,0,508.44,0,29.17,15.08,641.06
2019,154,51116.2,0,542.51,0,31.51,15.43,656.48
2019,155,51165.42,0,548.85,0,34.34,17.51,756.28
2019,156,51212.04,0,535.76,0,36.69,20.18,903.71
2019,157,51256.04,0,450.33,0,35.52,23.18,1098.89
2019,158,51297.39,0,523.7,0,33.79,18.43,804.23
2019,159,51336.07,0,531.89,0,32.4,16.63,712.4
2019,160,51372.04,0,495.49,0,32.4,18.28,796.56
2019,161,51405.29,0,534.41,0,35.56,18.94,832.62
2019,162,51435.79,0,538.76,0,37.98,20.68,933.74
2019,163,51463.52,0,522.61,0,39.47,22.82,1073.64
2019,164,51488.46,0,529.54,0,38.16,21.29,971.88
2019,165,51510.59,0,509.3,0,35.71,20.24,907.48
2019,166,51529.91,0,460.57,0,36.33,22.91,1080.07
2019,167,51546.38,0,494.79,0,35.64,20.78,939.83
2019,168,51560.01,0,474.16,0,34.39,20.65,931.89
2019,169,51570.78,0,505.99,0,35.23,19.85,884.22
2019,170,51578.69,0,498.42,0,35.72,20.58,928.13
2019,171,51583.72,0,493.1,0,36.34,21.26,970.25
2019,172,51585.88,0,473.5,0,33.34,19.25,849.98
2019,173,51585.17,0,445.82,0,32.27,19.32,853.55
2019,174,51581.58,0,533.06,0,33.9,16.61,711.82
2019,175,51575.13,0,518.08,0,36,19.28,851.44
2019,176,51565.8,0,492.05,0,34.09,18.89,829.74
2019,177,51553.61,0,490.4,0,33.32,18.23,793.85
2019,178,51538.57,0,488.59,0,33.96,18.99,835.01
2019,179,51520.69,0,502.59,0,34.57,18.82,825.48
2019,180,51499.98,0,509.74,0,35.49,19.23,848.44
2019,181,51476.45,0,487.11,0,37,21.73,1000.72
2019,182,51450.13,0,488.36,0,37.47,22.07,1022.65
2019,183,51421.02,0,484.33,0,36.3,21.19,965.79
2019,184,51389.16,0,473.47,0,35.26,20.79,940.7
2019,185,51354.55,0,485.65,0,35.04,20.09,898.06
2019,186,51317.24,0,484.17,0,34.65,19.86,884.71
2019,187,51277.23,0,512.28,0,35.6,19.19,846.45
2019,188,51234.56,0,471.82,0,34.85,20.5,923.23
2019,189,51189.26,0,492.07,0,33.53,18.38,801.78
2019,190,51141.35,0,503.82,0,34.39,18.51,809.06
2019,191,51090.86,0,530.36,0,36.74,19.08,840.37
2019,192,51037.84,0,532.21,0,39.45,21.21,967.29
2019,193,50982.31,0,454.06,0,39.29,25.16,1247.42
2019,194,50924.31,0,450.04,0,39.16,25.28,1256.98
2019,195,50863.87,0,476.32,0,40.46,25.21,1251.85
2019,196,50801.04,0,472.89,0,39.58,24.57,1201.81
2019,197,50735.84,0,496.03,0,38.51,22.5,1051.54
