Latitude: 34.694399  Longitude: -115.665111,,,,,,,,
X & Y on Lambert Conformal Conic: -1375527.91 -700014.68,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 806 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,138,50006.15,0,530.47,0,25.62,9.53,434.06
2019,139,50091.73,0,461.9,0,22.21,9.62,436.82
2019,140,50175.34,0,466.29,0,21.4,8.75,410.33
2019,141,50256.95,0,399.24,0,19.38,9.26,425.85
2019,142,50336.51,8.99,178.14,0,15.18,9.61,473.54
2019,143,50413.98,0,415.2,0,17.8,7.53,375.58
2019,144,50489.31,0,530.61,0,23.98,9.07,419.92
2019,145,50562.47,0,557.53,0,26.65,10.03,449.88
2019,146,50633.4,0,527.35,0,23.35,8.72,409.53
2019,147,50702.07,0,511.48,0,22.05,8.26,396.14
2019,148,50768.45,0,586.7,0,26.38,7.64,378.54
2019,149,50832.48,0,528.61,0,28.64,13.34,568.16
2019,150,50894.13,0,531.73,0,30.68,14.99,636.93
2019,151,50953.36,0,554.37,0,31.3,14.08,598.38
2019,152,51010.15,0,513.75,0,30.6,15.8,673.5
2019,153,51064.44,0,502.23,0,29.55,15.47,658.39
2019,154,51116.2,0,535.96,0,31.88,15.85,675.84
2019,155,51165.42,0,541.56,0,34.69,17.99,780.92
2019,156,51212.04,0,532.19,0,37.38,20.68,933.81
2019,157,51256.04,0,434.71,0,36.38,24.34,1184.2
2019,158,51297.39,0,531.48,0,34.82,18.6,813.88
2019,159,51336.07,0,528.65,0,32.69,16.75,718.56
2019,160,51372.04,0,493.37,0,32.83,18.49,807.94
2019,161,51405.29,0,528.41,0,35.85,19.21,847.69
2019,162,51435.79,0,532.64,0,38.52,21.18,965.03
2019,163,51463.52,0,519.01,0,40.18,23.31,1108.4
2019,164,51488.46,0,533.02,0,39.1,21.54,988.38
2019,165,51510.59,0,507.9,0,36.4,20.61,929.55
2019,166,51529.91,0,438.4,0,36.74,23.95,1154.81
2019,167,51546.38,0,498.79,0,36.51,21.07,957.94
2019,168,51560.01,0,463.73,0,35.03,21.4,979.41
2019,169,51570.78,0,502.3,0,35.92,20.36,914.29
2019,170,51578.69,0,487.72,0,36.2,21.25,969.59
2019,171,51583.72,0,493.97,0,37.22,21.69,998.11
2019,172,51585.88,0,459.13,0,33.95,20.15,901.69
2019,173,51585.17,0,446.81,0,33.13,19.83,883.32
2019,174,51581.58,0,532.54,0,34.66,16.95,728.06
2019,175,51575.13,0,509.85,0,36.74,20.06,896.82
2019,176,51565.8,0,490.57,0,34.9,19.41,858.61
2019,177,51553.61,0,490.81,0,34.17,18.69,818.8
2019,178,51538.57,0,483.05,0,34.76,19.69,874.93
2019,179,51520.69,0,492.34,0,34.93,19.39,857.48
2019,180,51499.98,0,513.07,0,36.28,19.46,861.67
2019,181,51476.45,0,491.13,0,37.7,21.88,1010.54
2019,182,51450.13,0,479.93,0,38.11,22.77,1070.69
2019,183,51421.02,0,475.89,0,36.95,21.92,1013.08
2019,184,51389.16,0,467.48,0,35.98,21.49,984.64
2019,185,51354.55,0,477.07,0,35.67,20.82,942.41
2019,186,51317.24,0,467.06,0,35.05,20.77,939.62
2019,187,51277.23,0,512.99,0,36.39,19.59,868.95
2019,188,51234.56,0,475.78,0,35.68,20.84,944.08
2019,189,51189.26,0,487.45,0,33.92,18.74,821.3
2019,190,51141.35,0,499.44,0,34.76,18.85,827.4
2019,191,51090.86,0,524.46,0,37.08,19.46,861.73
2019,192,51037.84,0,531.58,0,40.17,21.56,989.45
2019,193,50982.31,0,451.95,0,39.66,25.39,1265.67
2019,194,50924.31,0,450.18,0,39.57,25.47,1272.06
2019,195,50863.87,0,482.24,0,41.13,25.3,1259.1
2019,196,50801.04,0,469.82,0,39.92,24.81,1220.35
2019,197,50735.84,0,494.48,0,38.84,22.65,1061.86
2019,198,50668.32,0,480.16,0,36.57,21.34,975.26
2019,199,50598.52,0,508.23,0,37.22,20.43,918.54
2019,200,50526.48,0,481.97,0,36.6,21.21,966.88
2019,201,50452.25,0,497.02,0,37.25,20.99,953.13
2019,202,50375.85,0,517.38,0,38.87,21.13,962.03
2019,203,50297.34,0,431.43,0,38.03,24.57,1201.33
2019,204,50216.76,0,372.08,0,37.26,26.21,1332.91
2019,205,50134.15,3.72,294.4,0,36.12,24.51,1196.72
2019,206,50049.55,1.17,399.5,0,35.53,23.84,1146.63
2019,207,49963.02,0,451.73,0,38.05,24.1,1165.84
2019,208,49874.59,0,472.84,0,39.94,24.76,1216.27
2019,209,49784.3,0,482.43,0,41.68,25.73,1293.78
2019,210,49692.21,0,454.67,0,40.46,26.08,1322.26
2019,211,49598.36,0,408.6,0,38.2,26.03,1318.27
2019,212,49502.79,0,377.8,0,35.35,24.6,1203.73
2019,213,49405.55,0,466.29,0,38.01,23.59,1128.8
2019,214,49306.67,0,485.32,0,39.49,23.93,1153.46
2019,215,49206.21,0,488.81,0,40.41,24.46,1193.46
