Latitude: 34.710962  Longitude: -115.667023,,,,,,,,
X & Y on Lambert Conformal Conic: -1375363.1 -698243.08,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 907 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,138,50006.15,0,533.1,0,24.63,8.78,411.27
2019,139,50091.73,0,462.9,0,21.17,8.82,412.3
2019,140,50175.34,0,473.66,0,20.52,7.84,384.22
2019,141,50256.95,0,408.69,0,18.68,8.46,401.9
2019,142,50336.51,10.39,181.89,0,14.34,8.75,441.35
2019,143,50413.98,0,405.33,0,16.72,6.94,359.82
2019,144,50489.31,0,531.5,0,23.03,8.36,398.88
2019,145,50562.47,0,552.63,0,25.63,9.65,437.83
2019,146,50633.4,0,524.7,0,22.38,8.17,393.5
2019,147,50702.07,0,516.45,0,21.12,7.35,370.66
2019,148,50768.45,0,583.62,0,25.5,7.37,371.31
2019,149,50832.48,0,528.22,0,27.66,12.68,542.83
2019,150,50894.13,0,530.16,0,29.71,14.43,612.94
2019,151,50953.36,0,551.39,0,30.36,13.7,582.69
2019,152,51010.15,0,514.56,0,29.6,15.08,641.03
2019,153,51064.44,0,505.12,0,28.82,14.9,633.01
2019,154,51116.2,0,539.23,0,31.18,15.29,650.31
2019,155,51165.42,0,544.41,0,33.99,17.45,753.15
2019,156,51212.04,0,533.87,0,36.55,20.12,900.06
2019,157,51256.04,0,441.5,0,35.4,23.39,1114.4
2019,158,51297.39,0,526.1,0,33.67,18.15,789.56
2019,159,51336.07,0,532.49,0,32.03,16.21,692.5
2019,160,51372.04,0,494.68,0,32.02,17.93,778.03
2019,161,51405.29,0,531.1,0,35.19,18.74,821.27
2019,162,51435.79,0,533.26,0,37.67,20.68,933.94
2019,163,51463.52,0,519.28,0,39.28,22.78,1071.22
2019,164,51488.46,0,530.31,0,38.02,21.05,957.07
2019,165,51510.59,0,508.41,0,35.51,20.04,895.28
2019,166,51529.91,0,451.67,0,36.07,23.03,1088.33
2019,167,51546.38,0,495.6,0,35.48,20.55,926.29
2019,168,51560.01,0,469.54,0,34.16,20.59,928.62
2019,169,51570.78,0,504.09,0,35.03,19.72,876.68
2019,170,51578.69,0,492.66,0,35.47,20.6,929.37
2019,171,51583.72,0,492.67,0,36.23,21.14,962.32
2019,172,51585.88,0,469.47,0,33.05,19.11,842.07
2019,173,51585.17,0,443.71,0,32.1,19.22,847.98
2019,174,51581.58,0,532.32,0,33.72,16.4,701.51
2019,175,51575.13,0,510.01,0,35.82,19.49,863.17
2019,176,51565.8,0,489.39,0,33.95,18.84,826.79
2019,177,51553.61,0,488.77,0,33.16,18.13,788.32
2019,178,51538.57,0,484.14,0,33.78,18.99,835.25
2019,179,51520.69,0,495.71,0,34.22,18.82,825.65
2019,180,51499.98,0,511.27,0,35.35,18.99,835.01
2019,181,51476.45,0,486.35,0,36.79,21.55,988.89
2019,182,51450.13,0,483.21,0,37.21,22.06,1021.9
2019,183,51421.02,0,480.64,0,36.05,21.12,961.52
2019,184,51389.16,0,469.81,0,35.03,20.75,938.31
2019,185,51354.55,0,481.81,0,34.78,20.03,894.91
2019,186,51317.24,0,477.37,0,34.31,19.86,884.9
2019,187,51277.23,0,511.54,0,35.4,19.04,838.01
2019,188,51234.56,0,472.83,0,34.66,20.29,910.11
2019,189,51189.26,0,489.89,0,33.22,18.22,793.3
2019,190,51141.35,0,502.11,0,34.05,18.32,798.66
2019,191,51090.86,0,526.97,0,36.36,18.95,833.1
2019,192,51037.84,0,531.65,0,39.24,21.06,957.35
2019,193,50982.31,0,452.95,0,38.92,24.91,1228.03
2019,194,50924.31,0,448.25,0,38.79,25.07,1240.79
2019,195,50863.87,0,481.27,0,40.25,24.84,1222.42
2019,196,50801.04,0,472.23,0,39.21,24.32,1182.91
2019,197,50735.84,0,494.84,0,38.12,22.26,1035.54
2019,198,50668.32,0,482.87,0,35.86,20.83,943.13
2019,199,50598.52,0,512.89,0,36.52,19.84,883.63
2019,200,50526.48,0,483.01,0,35.88,20.78,940.02
2019,201,50452.25,0,500.6,0,36.58,20.48,922.01
2019,202,50375.85,0,521.16,0,38.21,20.64,931.68
2019,203,50297.34,0,432.98,0,37.39,24.16,1170.18
2019,204,50216.76,0,375.93,0,36.56,25.61,1283.67
2019,205,50134.15,3.44,295.93,0,35.41,23.97,1156.14
2019,206,50049.55,0.81,403.14,0,34.85,23.27,1105.45
2019,207,49963.02,0,453.61,0,37.29,23.56,1126.67
2019,208,49874.59,0,475.68,0,39.21,24.24,1176.69
2019,209,49784.3,0,481.5,0,40.8,25.3,1258.94
2019,210,49692.21,0,454.43,0,39.74,25.7,1291.21
