Latitude: 34.670135  Longitude: -115.602906,,,,,,,,
X & Y on Lambert Conformal Conic: -1370612.33 -703588.05,,,,,,,,
Tile: 11193,,,,,,,,
Elevation: 893 meters,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,
,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2019,138,50006.15,0,533.57,0,24.64,8.85,413.39
2019,139,50091.73,0,459.77,0,21.22,9.04,419.19
2019,140,50175.34,0,476.69,0,20.71,7.97,387.78
2019,141,50256.95,0,423.73,0,19.19,8.52,403.65
2019,142,50336.51,9.2,199.78,0,14.91,8.79,411.48
2019,143,50413.98,0,412.7,0,17.06,7.07,363.04
2019,144,50489.31,0,535.81,0,23.34,8.46,401.83
2019,145,50562.47,0,550.23,0,25.68,9.89,445.57
2019,146,50633.4,0,517.34,0,22.49,8.66,407.75
2019,147,50702.07,0,517.58,0,21.27,7.5,374.71
2019,148,50768.45,0,582.8,0,25.76,7.81,383.22
2019,149,50832.48,0,527.86,0,27.79,12.91,551.43
2019,150,50894.13,0,532.25,0,29.88,14.56,618.43
2019,151,50953.36,0,551.68,0,30.49,13.92,591.73
2019,152,51010.15,0,517.11,0,29.69,15.14,643.58
2019,153,51064.44,0,510.75,0,29.11,15,637.44
2019,154,51116.2,0,545.08,0,31.47,15.34,652.56
2019,155,51165.42,0,550.77,0,34.28,17.44,752.54
2019,156,51212.04,0,536.71,0,36.56,20.09,898.5
2019,157,51256.04,0,454.1,0,35.34,22.94,1081.94
2019,158,51297.39,0,523.5,0,33.6,18.34,799.46
2019,159,51336.07,0,532.84,0,32.36,16.61,711.71
2019,160,51372.04,0,496.94,0,32.38,18.26,795.23
2019,161,51405.29,0,536.56,0,35.58,18.89,829.57
2019,162,51435.79,0,539.61,0,37.92,20.64,931.26
2019,163,51463.52,0,522.71,0,39.34,22.77,1070.07
2019,164,51488.46,0,528.45,0,37.96,21.24,969.13
2019,165,51510.59,0,509.2,0,35.58,20.17,903.31
2019,166,51529.91,0,465.48,0,36.28,22.73,1067.45
2019,167,51546.38,0,494.68,0,35.49,20.71,935.8
2019,168,51560.01,0,476.92,0,34.28,20.48,921.83
2019,169,51570.78,0,507.22,0,35.11,19.74,877.72
2019,170,51578.69,0,500.21,0,35.62,20.47,920.94
2019,171,51583.72,0,492.33,0,36.17,21.21,967.07
2019,172,51585.88,0,476.58,0,33.21,19.06,839.17
2019,173,51585.17,0,447.14,0,32.14,19.22,848.04
2019,174,51581.58,0,533.83,0,33.81,16.55,708.89
2019,175,51575.13,0,519.66,0,35.87,19.14,843.53
2019,176,51565.8,0,492.04,0,33.92,18.79,823.94
2019,177,51553.61,0,491.35,0,33.16,18.11,787.28
2019,178,51538.57,0,490.08,0,33.81,18.83,826.34
2019,179,51520.69,0,504.5,0,34.51,18.72,820.23
2019,180,51499.98,0,510.01,0,35.36,19.16,844.53
2019,181,51476.45,0,486.77,0,36.89,21.7,998.51
2019,182,51450.13,0,489.7,0,37.36,21.95,1014.89
2019,183,51421.02,0,484.58,0,36.18,21.13,962.14
2019,184,51389.16,0,475.15,0,35.14,20.68,933.87
2019,185,51354.55,0,488.19,0,34.94,19.95,889.88
2019,186,51317.24,0,487.54,0,34.58,19.7,875.43
2019,187,51277.23,0,513.02,0,35.47,19.12,842.27
2019,188,51234.56,0,470.75,0,34.69,20.48,921.48
2019,189,51189.26,0,494.15,0,33.48,18.33,798.87
2019,190,51141.35,0,505.83,0,34.33,18.46,806.15
2019,191,51090.86,0,532.06,0,36.69,19.02,836.69
2019,192,51037.84,0,532.73,0,39.32,21.16,964.17
2019,193,50982.31,0,455.74,0,39.23,25.12,1244.63
2019,194,50924.31,0,451.77,0,39.09,25.24,1253.89
2019,195,50863.87,0,476.81,0,40.34,25.2,1250.5
2019,196,50801.04,0,474.38,0,39.52,24.57,1201.48
2019,197,50735.84,0,497.3,0,38.44,22.48,1050.48
2019,198,50668.32,0,484.54,0,36.07,21,953.69
2019,199,50598.52,0,513.86,0,36.83,20.14,901.15
2019,200,50526.48,0,484.42,0,36.17,21.04,956.02
